√“?•N∏π,a
1101,a
1102,a
1103,a
1104,a
1108,a
1109,a
1110,a
1201,b
1203,b
1210,b
1213,b
1215,b
1216,b
1217,b
1218,b
1219,b
1220,b
1225,b
1227,b
1229,b
1231,b
1232,b
1233,b
1234,b
1235,b
1236,b
1256,b
1301,c
1303,c
1304,c
1305,c
1307,c
1308,c
1309,c
1310,c
1312,c
1313,c
1314,c
1315,c
1316,w
1319,m
1321,c
1323,c
1324,c
1325,c
1326,c
1337,c
1338,m
1339,m
1340,c
1341,c
1342,D
1402,d
1409,d
1410,d
1413,d
1414,d
1416,D
1417,d
1418,d
1419,d
1423,d
1432,A
1434,d
1435,D
1436,w
1437,D
1438,w
1439,d
1440,d
1441,d
1442,w
1443,D
1444,d
1445,d
1446,d
1447,d
1449,d
1451,d
1452,d
1453,w
1454,d
1455,d
1456,w
1457,d
1459,d
1460,d
1463,d
1464,d
1465,d
1466,d
1467,d
1468,d
1470,d
1471,r
1472,d
1473,d
1474,d
1475,d
1476,d
1477,d
1503,e
1504,e
1506,e
1507,e
1512,m
1513,e
1514,e
1515,e
1516,D
1517,e
1519,e
1521,m
1522,m
1524,m
1525,m
1526,e
1527,e
1528,e
1529,e
1530,e
1531,e
1532,e
1533,m
1535,e
1536,m
1537,e
1538,e
1539,e
1540,e
1541,e
1558,e
1560,e
1568,m
1582,r
1583,e
1587,m
1589,e
1590,e
1592,m
1597,e
1598,h
1603,f
1604,f
1605,f
1608,f
1609,f
1611,f
1612,f
1614,f
1615,f
1616,f
1617,f
1618,f
1626,f
1701,h
1702,b
1707,h
1708,g
1709,g
1710,g
1711,g
1712,g
1713,g
1714,g
1717,g
1718,g
1720,h
1721,g
1722,g
1723,g
1725,g
1726,g
1727,g
1730,g
1731,h
1732,g
1733,h
1734,h
1735,g
1736,h
1737,b
1752,h
1760,h
1762,h
1773,g
1776,g
1783,h
1786,h
1789,h
1795,h
1802,i
1805,w
1806,i
1808,w
1809,i
1810,i
1817,i
1903,j
1904,j
1905,j
1906,j
1907,j
1909,j
2002,k
2006,k
2007,k
2008,k
2009,k
2010,k
2012,k
2013,k
2014,k
2015,k
2017,k
2020,k
2022,k
2023,k
2024,k
2025,k
2027,k
2028,k
2029,k
2030,k
2031,k
2032,k
2033,k
2034,k
2038,k
2049,e
2059,r
2062,D
2069,k
2101,l
2102,l
2103,l
2104,l
2105,l
2106,l
2107,l
2108,l
2109,l
2114,l
2115,m
2201,m
2204,m
2206,m
2207,m
2208,x
2211,k
2227,m
2228,m
2231,m
2233,m
2236,m
2239,m
2241,m
2243,m
2247,m
2250,m
2301,o
2302,n
2303,n
2305,o
2308,r
2312,u
2313,r
2314,q
2316,r
2317,u
2321,q
2323,p
2324,o
2327,r
2328,r
2329,n
2330,n
2331,o
2332,q
2337,n
2338,n
2340,p
2342,n
2344,n
2345,q
2347,s
2348,D
2349,p
2351,n
2352,o
2353,o
2354,u
2355,r
2356,o
2357,o
2358,D
2359,u
2360,u
2362,o
2363,n
2364,o
2365,o
2367,r
2368,r
2369,n
2371,e
2373,u
2374,p
2375,r
2376,o
2377,o
2379,n
2380,o
2382,o
2383,r
2385,r
2387,o
2388,n
2390,u
2392,r
2393,p
2395,o
2397,o
2399,o
2401,n
2402,r
2404,u
2405,o
2406,p
2408,n
2409,p
2412,q
2413,r
2414,s
2415,r
2417,o
2419,q
2420,r
2421,r
2423,u
2424,o
2425,o
2426,p
2427,t
2428,r
2429,p
2430,s
2431,r
2433,u
2434,n
2436,n
2438,p
2439,q
2440,r
2441,n
2442,o
2443,D
2444,q
2449,n
2450,q
2451,n
2453,t
2454,n
2455,q
2457,r
2458,n
2459,u
2460,r
2461,u
2462,r
2464,u
2465,o
2466,p
2467,r
2468,t
2471,t
2472,r
2474,u
2476,r
2477,u
2478,r
2480,t
2481,n
2482,u
2483,r
2484,r
2485,q
2486,p
2488,u
2489,p
2491,p
2492,r
2493,r
2495,u
2496,D
2497,m
2498,q
2501,w
2504,w
2505,w
2506,w
2509,w
2511,w
2514,D
2515,w
2516,w
2520,w
2524,w
2527,w
2528,w
2530,w
2534,w
2535,w
2536,w
2537,w
2538,w
2539,w
2540,w
2542,w
2543,w
2545,w
2546,w
2547,w
2548,w
2597,w
2601,A
2603,x
2605,x
2606,x
2607,x
2608,x
2609,x
2610,x
2611,x
2612,x
2613,x
2614,D
2615,x
2616,B
2617,x
2618,x
2630,x
2633,x
2634,x
2636,x
2637,x
2642,x
2701,y
2702,y
2704,y
2705,y
2706,y
2707,y
2712,y
2722,y
2723,y
2727,y
2731,y
2739,y
2748,y
2753,y
2801,z
2809,z
2812,z
2816,z
2820,z
2832,z
2834,z
2836,z
2838,z
2841,w
2845,z
2849,z
2850,z
2851,z
2852,z
2855,z
2867,z
2880,z
2881,z
2882,z
2883,z
2884,z
2885,z
2886,z
2887,z
2888,z
2889,z
2890,z
2891,z
2892,z
2897,z
2901,A
2903,A
2904,D
2905,A
2906,A
2908,A
2910,A
2911,A
2912,A
2913,A
2915,A
2923,w
2929,A
2936,A
2939,A
2945,A
3002,o
3003,r
3004,k
3005,o
3006,n
3008,p
3010,s
3011,r
3013,o
3014,n
3015,r
3016,n
3017,o
3018,u
3019,p
3021,r
3022,o
3023,r
3024,p
3025,q
3026,r
3027,q
3028,s
3029,t
3030,u
3031,p
3032,r
3033,s
3034,n
3035,n
3036,s
3037,r
3038,p
3040,D
3041,n
3042,r
3043,u
3044,r
3045,q
3046,o
3047,q
3048,s
3049,p
3050,p
3051,p
3052,w
3054,n
3055,s
3056,w
3057,o
3058,r
3059,p
3060,o
3062,q
3090,r
3092,r
3094,n
3130,t
3138,q
3149,p
3164,h
3167,e
3189,n
3209,s
3229,r
3231,o
3257,n
3266,w
3296,r
3305,u
3308,r
3311,q
3312,s
3321,r
3338,r
3346,m
3356,p
3376,r
3380,q
3383,p
3406,p
3413,n
3416,o
3419,q
3432,r
3437,p
3443,n
3450,n
3454,p
3481,p
3494,o
3501,r
3504,p
3515,o
3518,u
3528,s
3530,n
3532,n
3533,r
3535,p
3536,n
3543,p
3545,n
3550,r
3557,D
3563,p
3576,p
3583,n
3588,n
3591,p
3592,n
3593,r
3596,q
3605,r
3607,r
3617,u
3622,p
3645,r
3653,r
3661,n
3665,u
3669,q
3673,p
3679,r
3682,q
3686,n
3694,q
3701,o
3702,s
3703,w
3704,q
3705,h
3706,o
3708,g
3711,n
3712,o
3714,p
4104,h
4106,h
4108,h
4119,h
4133,h
4137,h
4141,h
4142,h
4148,h
4155,h
4164,h
4190,h
4306,c
4414,d
4426,d
4438,d
4439,d
4440,d
4526,e
4532,e
4536,D
4540,e
4545,r
4551,m
4552,e
4555,e
4557,m
4560,e
4562,e
4564,e
4566,e
4571,e
4572,e
4576,e
4581,m
4720,g
4722,g
4737,h
4739,g
4746,h
4755,g
4763,g
4764,g
4766,g
4770,g
4807,A
4904,q
4906,q
4912,r
4915,r
4916,o
4919,n
4927,r
4930,f
4934,p
4935,p
4938,o
4942,p
4943,r
4952,n
4956,p
4958,r
4960,p
4961,n
4967,n
4968,n
4976,p
4977,q
4989,r
4994,t
4999,r
5007,k
5203,t
5215,o
5222,n
5225,u
5234,p
5243,p
5244,p
5258,o
5269,n
5283,f
5284,D
5285,n
5288,e
5388,q
5434,s
5469,r
5471,n
5484,p
5515,w
5519,w
5521,w
5522,w
5525,w
5531,w
5533,w
5534,w
5538,k
5546,w
5607,x
5608,x
5706,y
5871,D
5876,z
5880,z
5906,A
5907,A
6005,z
6024,z
6108,r
6112,t
6115,r
6116,p
6117,o
6120,p
6128,o
6133,r
6136,q
6139,u
6141,r
6142,q
6152,q
6153,r
6155,r
6164,p
6165,D
6166,o
6168,p
6172,o
6176,p
6177,w
6183,t
6184,D
6189,s
6191,r
6192,u
6196,u
6197,r
6201,u
6202,n
6205,r
6206,o
6209,p
6213,r
6214,t
6215,u
6216,q
6224,r
6225,p
6226,p
6230,o
6235,o
6239,n
6243,n
6251,r
6257,n
6269,r
6271,n
6277,o
6278,p
6281,s
6282,r
6283,u
6285,q
6288,m
6289,p
6405,p
6409,u
6412,r
6414,o
6415,n
6416,q
6426,q
6431,p
6438,u
6442,q
6443,p
6449,r
6451,n
6456,p
6464,D
6477,p
6491,h
6504,D
6505,B
6515,n
6525,n
6531,n
6533,n
6541,h
6552,n
6558,u
6573,n
6579,o
6581,D
6582,l
6591,o
6592,D
6598,h
6605,m
6625,D
6641,D
6655,D
6666,h
6668,p
6669,o
6670,D
6671,D
6672,r
6674,q
6691,u
6698,u
6706,p
6715,r
6719,n
6743,u
6754,D
6756,n
6768,D
6770,n
6776,s
6781,r
6790,j
6792,q
6806,D
8011,q
8016,n
8021,u
8028,n
8033,D
8039,r
8046,r
8070,s
8072,s
8081,n
8101,q
8103,r
8104,p
8105,p
8110,n
8112,s
8114,o
8131,n
8150,n
8163,o
8201,u
8210,o
8213,r
8215,p
8222,e
8249,r
8261,n
8271,n
8341,D
8367,x
8374,e
8404,D
8411,D
